date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:35:44	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2013%20Dec%202022%2014:05:45%20GMT	https://www.avataar.ai/contact-us	D:/DOC/landingadc/adc/www.avataar.ai/contact-us	(from https://www.avataar.ai/)
19:35:45	27775/27775	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:45%20GMT	https://www.avataar.ai/careers	D:/DOC/landingadc/adc/www.avataar.ai/careers.html	(from https://www.avataar.ai/)
19:35:45	2705/2705	---M--	200	added ('OK')	image/png	etag:%226339123ea956878f34860abfac2c5a5f%22	https://uploads-ssl.webflow.com/63401dfb6edad1c1702f685c/6391845d64bf268c1a761ba6_Khronos.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/63401dfb6edad1c1702f685c/6391845d64bf268c1a761ba6_Khronos.png	(from https://www.avataar.ai/)
19:35:45	6319/6319	---M--	200	added ('OK')	image/png	etag:%221accbe46c8f6ad98ac818814d0525af6%22	https://uploads-ssl.webflow.com/63401dfb6edad1c1702f685c/6391845de08470ea6c8090a4_MSF_500px_June22-1%201.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/63401dfb6edad1c1702f685c/6391845de08470ea6c8090a4_MSF_500px_June22-1%201.png	(from https://www.avataar.ai/)
19:35:46	104091/104091	---M--	200	added ('OK')	image/png	etag:%22139ed2ba79f34990add5443c71882acb%22	https://uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/6288d70f17f8bb35463c7785_Inc.%205000%20Color%20Medallion%20Logo.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/6288d70f17f8bb35463c7785_Inc.%205000%20Color%20Medallion%20Logo.png	(from https://www.avataar.ai/)
19:35:46	6969/6969	---M--	200	added ('OK')	image/png	etag:%224b88307b1de9553db8c06535e55f03d9%22	https://uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/62a1e03c8d7ae54d31240e9b_2d%20color%201.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/62a1e03c8d7ae54d31240e9b_2d%20color%201.png	(from https://www.avataar.ai/)
19:35:47	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2013%20Dec%202022%2014:05:47%20GMT	https://www.avataar.ai/privacy-policy	D:/DOC/landingadc/adc/www.avataar.ai/privacy-policy	(from https://www.avataar.ai/)
19:35:47	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=63401dfb6edad1c1702f685c	D:/DOC/landingadc/adc/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c819a5.js	(from https://www.avataar.ai/)
19:35:47	563300/563300	---M-Z	200	added ('OK')	text/javascript	etag:%22e3d8c49182244b49a0a417c8bb316e71%22	https://uploads-ssl.webflow.com/63401dfb6edad1c1702f685c/js/webflow.978942ba1.js	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/63401dfb6edad1c1702f685c/js/webflow.978942ba1.js	(from https://www.avataar.ai/)
19:35:48	12962/12962	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Nov%202022%2018:52:45%20GMT	https://snap.licdn.com/li.lms-analytics/insight.min.js	D:/DOC/landingadc/adc/snap.licdn.com/li.lms-analytics/insight.min.js	(from https://www.avataar.ai/)
19:35:49	46751/46751	---M--	200	added ('OK')	image/jpeg	etag:%22063d2c3f1a2c70d7f8c097036fcffab3%22	https://uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/60f53dcdb1e2f254643bfffc_Group%204.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/60f53dcdb1e2f254643bfffc_Group%204.jpg	(from https://www.avataar.ai/enterprise)
19:35:51	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2013%20Dec%202022%2014:05:50%20GMT	https://www.avataar.ai/bigcommerce	D:/DOC/landingadc/adc/www.avataar.ai/bigcommerce	(from https://www.avataar.ai/)
19:35:51	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2013%20Dec%202022%2014:05:49%20GMT	https://www.avataar.ai/shopify	D:/DOC/landingadc/adc/www.avataar.ai/shopify	(from https://www.avataar.ai/)
19:35:51	92949/92949	---M--	200	added ('OK')	image/png	etag:%22b03c1244a3497d64a8b4614c0d02d69f%22	https://uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/60f8d59c8582235c711c4228_Group%202.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/60f8d59c8582235c711c4228_Group%202.png	(from https://www.avataar.ai/enterprise)
19:35:53	101123/101123	---M--	200	added ('OK')	image/png	etag:%22250169b568f8ba47a11669e397716d5d%22	https://uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/60f8d59c5e19214ae111d5d1_Group%203.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/60f8d59c5e19214ae111d5d1_Group%203.png	(from https://www.avataar.ai/enterprise)
19:35:53	31770/31770	---M--	200	added ('OK')	image/png	etag:%225de301ea9bc5f0cfb1e5ea854f2e2441%22	https://uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/60f7e840bb769ae15fc1623a_proposition04%201%20(1).png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/60f7e840bb769ae15fc1623a_proposition04%201%20(1).png	(from https://www.avataar.ai/enterprise)
19:35:53	31554/31554	---M--	200	added ('OK')	image/png	etag:%229c4f5b7b4a0d6ca3527a2b302ea17fe1%22	https://uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/60f7e815d833e91a40058c34_tap%20to%20place02%201.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/60f7e815d833e91a40058c34_tap%20to%20place02%201.png	(from https://www.avataar.ai/enterprise)
19:35:53	25529/25529	---M--	200	added ('OK')	image/png	etag:%225c1cece1c31cfc2a27456931f0d1d7c3%22	https://uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/6104430c965ad04d5b1a0b27_Propistion%20Wire.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/6104430c965ad04d5b1a0b27_Propistion%20Wire.png	(from https://www.avataar.ai/enterprise)
19:35:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2013%20Dec%202022%2014:05:54%20GMT	https://www.avataar.ai/blog-category/augmented-reality	D:/DOC/landingadc/adc/www.avataar.ai/blog-category/augmented-reality	(from https://www.avataar.ai/blog)
19:35:54	20137/20137	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:54%20GMT	https://www.avataar.ai/blog-category/tech	D:/DOC/landingadc/adc/www.avataar.ai/blog-category/tech.html	(from https://www.avataar.ai/blog)
19:35:54	20071/20071	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:54%20GMT	https://www.avataar.ai/blog-category/webinar	D:/DOC/landingadc/adc/www.avataar.ai/blog-category/webinar.html	(from https://www.avataar.ai/blog)
19:35:55	21362/21362	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:55%20GMT	https://www.avataar.ai/blog-category/podcast	D:/DOC/landingadc/adc/www.avataar.ai/blog-category/podcast.html	(from https://www.avataar.ai/blog)
19:35:55	20476/20476	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:55%20GMT	https://www.avataar.ai/blog-category/expert-opinion	D:/DOC/landingadc/adc/www.avataar.ai/blog-category/expert-opinion.html	(from https://www.avataar.ai/blog)
19:35:55	46944/46944	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:55%20GMT	https://www.avataar.ai/blog/augmented-reality-vs-virtual-reality-which-is-best-for-your-ecommerce-business	D:/DOC/landingadc/adc/www.avataar.ai/blog/augmented-reality-vs-virtual-reality-which-is-best-for-your-ecommerce-business.html	(from https://www.avataar.ai/blog)
19:35:56	49182/49182	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:56%20GMT	https://www.avataar.ai/blog/augmented-reality-in-ecommerce	D:/DOC/landingadc/adc/www.avataar.ai/blog/augmented-reality-in-ecommerce.html	(from https://www.avataar.ai/blog)
19:35:56	41687/41687	---M--	200	added ('OK')	image/jpeg	etag:%225ef76865db8679a8ae61a2c044d6f882%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3bc0a9b3c73ea10c8bf_6306530badab0fdfa4cc7da0_unnamed1.jpeg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3bc0a9b3c73ea10c8bf_6306530badab0fdfa4cc7da0_unnamed1.jpg	(from https://www.avataar.ai/blog)
19:35:56	50812/50812	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:56%20GMT	https://www.avataar.ai/blog/augmented-reality-in-retail-examples	D:/DOC/landingadc/adc/www.avataar.ai/blog/augmented-reality-in-retail-examples.html	(from https://www.avataar.ai/blog)
19:35:56	1564817/1564817	---M--	200	added ('OK')	image/png	etag:%22f615ac66316201a0234db61da39b6dbe%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637f366d1f159934459f1082_AR-VS-VR-02.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637f366d1f159934459f1082_AR-VS-VR-02.png	(from https://www.avataar.ai/blog)
19:35:56	44763/44763	---M--	200	added ('OK')	image/jpeg	etag:%22e50bba4b42a8e7a9c1c4190c5048147d%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3c04c2204cf0b069a59_630653966a5826d6c3c85b0a_unnamed4.jpeg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3c04c2204cf0b069a59_630653966a5826d6c3c85b0a_unnamed4.jpg	(from https://www.avataar.ai/blog)
19:35:57	39511/39511	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:57%20GMT	https://www.avataar.ai/blog/democratizing-ar-making-3d-scalable-and-accessible	D:/DOC/landingadc/adc/www.avataar.ai/blog/democratizing-ar-making-3d-scalable-and-accessible.html	(from https://www.avataar.ai/blog)
19:35:57	46349/46349	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:57%20GMT	https://www.avataar.ai/blog/avataars-3d-interactive-ar-solution	D:/DOC/landingadc/adc/www.avataar.ai/blog/avataars-3d-interactive-ar-solution.html	(from https://www.avataar.ai/blog)
19:35:57	161537/161537	---M--	200	added ('OK')	image/jpeg	etag:%22e1a6edf6f8c1367caef8c9f1d434bb3b%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3c141002a7719d1be30_6322ecd89eef94bdf742d5f4_2d-vs-3d.jpeg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3c141002a7719d1be30_6322ecd89eef94bdf742d5f4_2d-vs-3d.jpg	(from https://www.avataar.ai/blog)
19:35:58	51559/51559	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:58%20GMT	https://www.avataar.ai/blog/increase-ecommerce-store-sales	D:/DOC/landingadc/adc/www.avataar.ai/blog/increase-ecommerce-store-sales.html	(from https://www.avataar.ai/blog)
19:35:58	503733/503733	---M--	200	added ('OK')	image/png	etag:%221b9e7f2b78c797a8ef3ef70d9a3e7397%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3c190d57338f80a7c93_6307a03cce90195efb4e42db_avataar_shopify-banner-05-1600-900.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3c190d57338f80a7c93_6307a03cce90195efb4e42db_avataar_shopify-banner-05-1600-900.png	(from https://www.avataar.ai/blog)
19:35:58	43011/43011	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:58%20GMT	https://www.avataar.ai/blog/webar-virtual-world-stepping-stone	D:/DOC/landingadc/adc/www.avataar.ai/blog/webar-virtual-world-stepping-stone.html	(from https://www.avataar.ai/blog)
19:35:58	1074139/1074139	---M--	200	added ('OK')	image/png	etag:%220e456c1ac6773c1d06fb21bc8d014a16%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3c37744ca7c52a7827c_6347f4485b37f560d55ce6c7_blog-webar-image.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3c37744ca7c52a7827c_6347f4485b37f560d55ce6c7_blog-webar-image.png	(from https://www.avataar.ai/blog)
19:35:58	1321872/1321872	---M--	200	added ('OK')	image/jpeg	etag:%22d15f6396a62305b4c9a2c00b7d592c0d%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3c2bcac19efb4d22fdc_631ed9c5fddd920b3056a50c_Thanksgiving_barbeque%2520grill_opt%25201.jpeg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3c2bcac19efb4d22fdc_631ed9c5fddd920b3056a50c_Thanksgiving_barbeque%20grill_opt%201.jpg	(from https://www.avataar.ai/blog)
19:35:59	40054/40054	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:59%20GMT	https://www.avataar.ai/blog/hype-behind-the-metaverse	D:/DOC/landingadc/adc/www.avataar.ai/blog/hype-behind-the-metaverse.html	(from https://www.avataar.ai/blog)
19:35:59	60193/60193	---M--	200	added ('OK')	image/png	etag:%220e92ab98f7a0c58d576f7dab48495d28%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ded4fcdf4db3fc61929a3_Facts%20and%20hype%20of%20metaverse.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ded4fcdf4db3fc61929a3_Facts%20and%20hype%20of%20metaverse.png	(from https://www.avataar.ai/blog)
19:35:59	79644/79644	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:05:59%20GMT	https://www.avataar.ai/blog/winning-with-shopify	D:/DOC/landingadc/adc/www.avataar.ai/blog/winning-with-shopify.html	(from https://www.avataar.ai/blog)
19:35:59	62944/62944	---M--	200	added ('OK')	image/png	etag:%22b626a3023beef8e7a5fcd24dadac761f%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637decaf8f6e3bc5fc3626c8_Winning%20with%20Shopify.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637decaf8f6e3bc5fc3626c8_Winning%20with%20Shopify.png	(from https://www.avataar.ai/blog)
19:36:00	56038/56038	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:06:00%20GMT	https://www.avataar.ai/blog/3d-content-creation-ar-experiences	D:/DOC/landingadc/adc/www.avataar.ai/blog/3d-content-creation-ar-experiences.html	(from https://www.avataar.ai/blog)
19:36:00	48965/48965	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Dec%202022%2014:06:01%20GMT	https://www.avataar.ai/blog/stepping-into-metaverse-powered-future	D:/DOC/landingadc/adc/www.avataar.ai/blog/stepping-into-metaverse-powered-future.html	(from https://www.avataar.ai/blog)
19:36:00	1547513/1547513	---M--	200	added ('OK')	image/png	etag:%22f10b8af761edca7f44cfe1955b74e2fc%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3bf611eae157f95d2e5_634ed640fc477a2c204f7750_BLog4.1.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637ca3bf611eae157f95d2e5_634ed640fc477a2c204f7750_BLog4.1.png	(from https://www.avataar.ai/blog)
19:36:00	62188/62188	---M--	200	added ('OK')	image/png	etag:%226784ad4d75c1cf83cbd61084ad1ee796%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637decf22850db0eb385f166_Stepping%20into%20Metaverse.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/637decf22850db0eb385f166_Stepping%20into%20Metaverse.png	(from https://www.avataar.ai/blog)
19:36:01	686208/686208	---M--	200	added ('OK')	image/png	etag:%2232e11adbff5a87b598ba5529c98dd901%22	https://uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/6263f3f648abd127358392cc_About%20Us%20image.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/60ecaf84ad186a24fff47efe/6263f3f648abd127358392cc_About%20Us%20image.png	(from https://www.avataar.ai/about)
19:36:02	59547/59547	---M--	200	added ('OK')	image/jpeg	etag:%22c5e6ceabcd3acd15857c9e5dd0bc24a5%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363948d7b868aa1807ba1b7_62ecd3431aa252046efd0733_GB.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363948d7b868aa1807ba1b7_62ecd3431aa252046efd0733_GB.jpg	(from https://www.avataar.ai/about)
19:36:02	93417/93417	---M--	200	added ('OK')	image/jpeg	etag:%22e8745d091a6a37939af3728ba8c7aa95%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/63639433cda5ce3de672f8b5_61d43479e382b4eec399437b_dan.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/63639433cda5ce3de672f8b5_61d43479e382b4eec399437b_dan.jpg	(from https://www.avataar.ai/about)
19:36:02	35409/35409	---M--	200	added ('OK')	image/jpeg	etag:%2234af544534cb304e02f336fa2fe81ece%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363942a788bd0a3ec40f9f5_6220fcbbd416bb45b5885c46_Amreeta%20Mazumdar.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363942a788bd0a3ec40f9f5_6220fcbbd416bb45b5885c46_Amreeta%20Mazumdar.jpg	(from https://www.avataar.ai/about)
19:36:02	63667/63667	---M--	200	added ('OK')	image/jpeg	etag:%227706455951b90f831381cee7b0d9ea60%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363947e8401f1046cb96b67_61082af35fd36731048be55a_SA%20b%26W.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363947e8401f1046cb96b67_61082af35fd36731048be55a_SA%20b&W.jpg	(from https://www.avataar.ai/about)
19:36:02	68124/68124	---M--	200	added ('OK')	image/jpeg	etag:%22e1358311729749a36fff1a811217ddc1%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363945be987e8f6616814d4_62ecd3a0318c0b6dd88e1ec5_parikshit.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363945be987e8f6616814d4_62ecd3a0318c0b6dd88e1ec5_parikshit.jpg	(from https://www.avataar.ai/about)
19:36:03	52588/52588	---M--	200	added ('OK')	image/jpeg	etag:%22a4f62f782ccc63fb03702080e52251ce%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/636394177b868aac467b9bc7_622b2dc0c017c4376f552223_raman.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/636394177b868aac467b9bc7_622b2dc0c017c4376f552223_raman.jpg	(from https://www.avataar.ai/about)
19:36:03	66809/66809	---M--	200	added ('OK')	image/jpeg	etag:%225439f5a82492ac631bca0c9189a32b16%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/63639404e9afcda326ca2414_622b2d8115603d122a5de71f_surabhi.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/63639404e9afcda326ca2414_622b2d8115603d122a5de71f_surabhi.jpg	(from https://www.avataar.ai/about)
19:36:03	57365/57365	---M--	200	added ('OK')	image/jpeg	etag:%22c208b1d569172e5725839a2d0fb68bcb%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/636393f556b74f4434acf130_62ecd3ed6529ce2bb733b377_abhinav.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/636393f556b74f4434acf130_62ecd3ed6529ce2bb733b377_abhinav.jpg	(from https://www.avataar.ai/about)
19:36:03	66938/66938	---M--	200	added ('OK')	image/jpeg	etag:%229d7b80340be36f242a0e6618c1340dc9%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/636393c462f1decf227ea318_62ecd4116529ce359633e699_shubham.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/636393c462f1decf227ea318_62ecd4116529ce359633e699_shubham.jpg	(from https://www.avataar.ai/about)
19:36:04	64860/64860	---M--	200	added ('OK')	image/jpeg	etag:%22713a352a775568e64fd997c804bbce26%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/636394667b868a42cf7b9f32_61082b5915e6e24db7be365f_PA%20B%26W.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/636394667b868a42cf7b9f32_61082b5915e6e24db7be365f_PA%20B&W.jpg	(from https://www.avataar.ai/about)
19:36:04	92713/92713	---M--	200	added ('OK')	image/jpeg	etag:%22b6712194323e10e08fa9b9d2486cfa6a%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/63639470152773380074429c_61082b64dfd021c221f14744_sahilesh%20B%26w01.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/63639470152773380074429c_61082b64dfd021c221f14744_sahilesh%20B&w01.jpg	(from https://www.avataar.ai/about)
19:36:04	40621/40621	---M--	200	added ('OK')	image/jpeg	etag:%22a55c01364ac63bd0630f0e645e7f8ae5%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363942139de97749b67f35d_622883d5f6a00973c7cfe5c1_Chung.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363942139de97749b67f35d_622883d5f6a00973c7cfe5c1_Chung.jpg	(from https://www.avataar.ai/about)
19:36:05	76918/76918	---M--	200	added ('OK')	image/jpeg	etag:%22c97ceeed7926b9e59e8478209bcb8abd%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363949d052c8872de2edca4_61082b7d1b3d7c2ae20f07b1_tim.jpg	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363949d052c8872de2edca4_61082b7d1b3d7c2ae20f07b1_tim.jpg	(from https://www.avataar.ai/about)
19:36:05	166275/166275	---M--	200	added ('OK')	image/png	etag:%22266f9fbd199574eb7f1c9269fb40d49a%22	https://uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363943b279eb311d1ee8d90_613f9afb36d4da1801620505_john.png	D:/DOC/landingadc/adc/uploads-ssl.webflow.com/6363927cadc09d0ed60ee39a/6363943b279eb311d1ee8d90_613f9afb36d4da1801620505_john.png	(from https://www.avataar.ai/about)
