date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:23:57	128700/128700	---MCZ	200	added ('OK')	text/html	etag:W/%225uQrxRjRxe5hGipy3h9Azw==%22	https://www.docsapp.in/health/medicines	D:/DOC/docsAutomate/automate/www.docsapp.in/health/medicines.html	(from https://www.docsapp.in/)
02:23:57	202488/202488	---M--	200	added ('OK')	image/png	etag:%229d378ccd9f3674430b5a7ae3a4631772%22	https://www.docsapp.in/assets/images/mediBuddyWebBanner.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/mediBuddyWebBanner.png	(from https://www.docsapp.in/)
02:23:57	360866/360866	---M--	200	added ('OK')	image/png	etag:%226c0c694331be27e1dc4110814f49e41d%22	https://www.docsapp.in/assets/images/mediBuddyMobileBanner.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/mediBuddyMobileBanner.png	(from https://www.docsapp.in/)
02:23:57	768/768	---M--	200	added ('OK')	image/svg+xml	etag:%221d0e919d0defce8fc2011f87e068f32e%22	https://www.docsapp.in/assets/images/newDesign/white_arrow.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/white_arrow.svg	(from https://www.docsapp.in/)
02:23:57	5835/5835	---M--	200	added ('OK')	image/png	etag:%22b8d113e04f68c65a53a5c3e3c33afd50%22	https://www.docsapp.in/assets/images/newDesign/google_download.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/google_download.png	(from https://www.docsapp.in/)
02:23:57	4359/4359	---M--	200	added ('OK')	image/png	etag:%225c626333549c7c771f56a0958498ad1f%22	https://www.docsapp.in/assets/images/newDesign/apple_download.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/apple_download.png	(from https://www.docsapp.in/)
02:23:58	302674/302674	---M--	200	added ('OK')	image/png	etag:%2221afcbd906170acd0b010902959175ce%22	https://www.docsapp.in/assets/images/test/Banner_01.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/test/Banner_01.png	(from https://www.docsapp.in/)
02:23:58	144040/144040	---M--	200	added ('OK')	image/png	etag:%222b33be5c1a5e40c26d547bd80b715c7e%22	https://www.docsapp.in/assets/images/test/Banner_02.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/test/Banner_02.png	(from https://www.docsapp.in/)
02:23:58	14321/14321	---M--	200	added ('OK')	image/png	etag:%221c51dc7bd04c39948a7e0c8608eaed4e%22	https://www.docsapp.in/assets/images/newDesign/docsapp_gold.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/docsapp_gold.png	(from https://www.docsapp.in/)
02:23:58	209397/209397	---M--	200	added ('OK')	image/png	etag:%22e33e7e4c3e875fcee747bb366089fcda%22	https://www.docsapp.in/assets/images/newDesign/family.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/family.png	(from https://www.docsapp.in/)
02:23:59	769/769	---M--	200	added ('OK')	image/svg+xml	etag:%223dd454dba03d8b3e717408a9f400a741%22	https://www.docsapp.in/assets/images/newDesign/black-arrow.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/black-arrow.svg	(from https://www.docsapp.in/)
02:23:59	11018/11018	---M--	200	added ('OK')	image/svg+xml	etag:%22d5a67a47b69ce23603027f87b081d2a2%22	https://www.docsapp.in/assets/images/newDesign/gold_img_1.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/gold_img_1.svg	(from https://www.docsapp.in/)
02:23:59	9446/9446	---M--	200	added ('OK')	image/svg+xml	etag:%22bb902e02fbeaf4fe4d8e72b9ca2069f4%22	https://www.docsapp.in/assets/images/newDesign/gold_img_2.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/gold_img_2.svg	(from https://www.docsapp.in/)
02:23:59	11782/11782	---M--	200	added ('OK')	image/svg+xml	etag:%221019239916f84fc4e601f98388e5c83b%22	https://www.docsapp.in/assets/images/newDesign/gold_img_3.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/gold_img_3.svg	(from https://www.docsapp.in/)
02:23:59	9492/9492	---M--	200	added ('OK')	image/svg+xml	etag:%223a674ee7f436ed3f71a65d25bc9cad0c%22	https://www.docsapp.in/assets/images/newDesign/gold_img_4.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/gold_img_4.svg	(from https://www.docsapp.in/)
02:24:00	9119/9119	---M--	200	added ('OK')	image/svg+xml	etag:%223466620e9dd395efb790da2eafc80f89%22	https://www.docsapp.in/assets/images/newDesign/gold_img_5.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/gold_img_5.svg	(from https://www.docsapp.in/)
02:24:00	12849/12849	---M--	200	added ('OK')	image/svg+xml	etag:%22152b9eed0e1f04da2d9ef6868ac27ecf%22	https://www.docsapp.in/assets/images/newDesign/meds-img.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/meds-img.svg	(from https://www.docsapp.in/)
02:24:00	626/626	---M--	200	added ('OK')	image/svg+xml	etag:%22954cedabcfef96425eb438e6fd397a83%22	https://www.docsapp.in/assets/images/newDesign/meds-buy-now.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/meds-buy-now.svg	(from https://www.docsapp.in/)
02:24:00	804/804	---M--	200	added ('OK')	image/svg+xml	etag:%22e970f0d09f2f09acaecf74e2ba1ec078%22	https://www.docsapp.in/assets/images/newDesign/view-dir.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/view-dir.svg	(from https://www.docsapp.in/)
02:24:01	14841/14841	---M--	200	added ('OK')	image/svg+xml	etag:%222f5b619628b16a89bd887a10fe9894d9%22	https://www.docsapp.in/assets/images/newDesign/labs-img.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/labs-img.svg	(from https://www.docsapp.in/)
02:24:01	610/610	---M--	200	added ('OK')	image/svg+xml	etag:%223f59fc8dbb6020130c04e53a49a4e200%22	https://www.docsapp.in/assets/images/newDesign/labs-book-now.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/labs-book-now.svg	(from https://www.docsapp.in/)
02:24:01	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:02%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/)
02:24:01	89093/89093	---M--	200	added ('OK')	image/svg+xml	etag:%22aae5d784520ff553e89f1e89eb2315b2%22	https://www.docsapp.in/assets/images/topic/topicda_2.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/topic/topicda_2.svg	(from https://www.docsapp.in/)
02:24:02	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:02%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/)
02:24:02	78208/78208	---M--	200	added ('OK')	image/svg+xml	etag:%22196bfb1f854b54e50acd3aa7f1b12e0b%22	https://www.docsapp.in/assets/images/topic/topicda_3.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/topic/topicda_3.svg	(from https://www.docsapp.in/)
02:24:02	182/182	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:03%20GMT	https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology	(from https://www.docsapp.in/)
02:24:02	89113/89113	---M--	200	added ('OK')	image/svg+xml	etag:%22bd558dd464695e6545e720de32307657%22	https://www.docsapp.in/assets/images/topic/topicda_4.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/topic/topicda_4.svg	(from https://www.docsapp.in/)
02:24:03	132044/132044	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22Kl08tdVoJAZI6NhY7e9cYw==%22	https://www.docsapp.in/health/trichology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/trichology	(from https://www.docsapp.in/)
02:24:03	81844/81844	---M--	200	added ('OK')	image/svg+xml	etag:%220b27402434aee5dc364c2efe13fef3a8%22	https://www.docsapp.in/assets/images/topic/topicda_6.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/topic/topicda_6.svg	(from https://www.docsapp.in/)
02:24:03	24296/24296	---MCZ	200	added ('OK')	text/html	etag:W/%22wDOVJnygtqFLcJGbbKZXEA==%22	https://www.docsapp.in/health/allSpecialities	D:/DOC/docsAutomate/automate/www.docsapp.in/health/allSpecialities.html	(from https://www.docsapp.in/)
02:24:03	82806/82806	---M--	200	added ('OK')	image/png	etag:%2220564e098260fdb01641fe7f59ea4051%22	https://www.docsapp.in/assets/images/newDesign/online-consu-img.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/online-consu-img.png	(from https://www.docsapp.in/)
02:24:03	53515/53515	---M--	200	added ('OK')	image/png	etag:%2262278a43bc316fad4565baeb88fc8f29%22	https://www.docsapp.in/assets/images/newDesign/Group%2054797@2x.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/Group%2054797@2x.png	(from https://www.docsapp.in/)
02:24:04	208415/208415	---M--	200	added ('OK')	image/png	etag:%2217e1a06544286daef960a705f38f53ce%22	https://www.docsapp.in/assets/images/newDesign/Group%2054796@2x.png	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/Group%2054796@2x.png	(from https://www.docsapp.in/)
02:24:04	836/836	---M--	200	added ('OK')	image/svg+xml	etag:%2243f2fd24109d5a4ea4b4bbf66b562da4%22	https://www.docsapp.in/assets/images/newDesign/close-img.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/close-img.svg	(from https://www.docsapp.in/)
02:24:04	24619/24619	---M--	200	added ('OK')	image/svg+xml	etag:%224335c16047268f32863c28292a15b79d%22	https://www.docsapp.in/assets/images/newDesign/popup-img.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/popup-img.svg	(from https://www.docsapp.in/)
02:24:04	37373/37373	---MCZ	200	added ('OK')	text/html	etag:W/%22HL5jih9fmc3v31gRfi0c0A==%22	https://www.docsapp.in/health/about	D:/DOC/docsAutomate/automate/www.docsapp.in/health/about.html	(from https://www.docsapp.in/)
02:24:05	11435/11435	---M--	200	added ('OK')	text/html	etag:%222cab-5c9d6d13bd80e%22	https://www.docsapp.in/webviews/FAQMobile/	D:/DOC/docsAutomate/automate/www.docsapp.in/webviews/FAQMobile/index.html	(from https://www.docsapp.in/)
02:24:05	265903/265903	---MCZ	200	added ('OK')	text/html	etag:W/%22k7mtMX8qDTI7e7G0UNbEUw==%22	https://www.docsapp.in/health/patient-reviews	D:/DOC/docsAutomate/automate/www.docsapp.in/health/patient-reviews.html	(from https://www.docsapp.in/)
02:24:05	28976/28976	---MCZ	200	added ('OK')	text/html	etag:W/%22o4/Bn957bXuSAr0Sr4JyyA==%22	https://www.docsapp.in/health/bangalore	D:/DOC/docsAutomate/automate/www.docsapp.in/health/bangalore.html	(from https://www.docsapp.in/)
02:24:05	28720/28720	---MCZ	200	added ('OK')	text/html	etag:W/%22ky4i5BhV+JNP/1Isw0jgrQ==%22	https://www.docsapp.in/health/delhi	D:/DOC/docsAutomate/automate/www.docsapp.in/health/delhi.html	(from https://www.docsapp.in/)
02:24:05	28848/28848	---MCZ	200	added ('OK')	text/html	etag:W/%229D7/gTvhRS3nEIScTaZJhA==%22	https://www.docsapp.in/health/chennai	D:/DOC/docsAutomate/automate/www.docsapp.in/health/chennai.html	(from https://www.docsapp.in/)
02:24:06	28976/28976	---MCZ	200	added ('OK')	text/html	etag:W/%22p3mLlyZl5qVKp9oiPVzLow==%22	https://www.docsapp.in/health/hyderabad	D:/DOC/docsAutomate/automate/www.docsapp.in/health/hyderabad.html	(from https://www.docsapp.in/)
02:24:06	28784/28784	---MCZ	200	added ('OK')	text/html	etag:W/%22qm6VZVozEsg4FZkhwgNKDQ==%22	https://www.docsapp.in/health/mumbai	D:/DOC/docsAutomate/automate/www.docsapp.in/health/mumbai.html	(from https://www.docsapp.in/)
02:24:06	28848/28848	---MCZ	200	added ('OK')	text/html	etag:W/%22FyPgTjAfXegdZo9Mxf0JAA==%22	https://www.docsapp.in/health/kolkata	D:/DOC/docsAutomate/automate/www.docsapp.in/health/kolkata.html	(from https://www.docsapp.in/)
02:24:06	28656/28656	---MCZ	200	added ('OK')	text/html	etag:W/%22AyWaPxHY70zC2FzgJ+FB7g==%22	https://www.docsapp.in/health/pune	D:/DOC/docsAutomate/automate/www.docsapp.in/health/pune.html	(from https://www.docsapp.in/)
02:24:06	28848/28848	---MCZ	200	added ('OK')	text/html	etag:W/%22Rs19c0Cxv8SKqpnaeWEIYQ==%22	https://www.docsapp.in/health/lucknow	D:/DOC/docsAutomate/automate/www.docsapp.in/health/lucknow.html	(from https://www.docsapp.in/)
02:24:07	28784/28784	---MCZ	200	added ('OK')	text/html	etag:W/%22zhmsKb0qVNQRS3EMBIgIPA==%22	https://www.docsapp.in/health/indore	D:/DOC/docsAutomate/automate/www.docsapp.in/health/indore.html	(from https://www.docsapp.in/)
02:24:07	28784/28784	---MCZ	200	added ('OK')	text/html	etag:W/%228SbjrNSdOC/yBUNkGOBcdA==%22	https://www.docsapp.in/health/jaipur	D:/DOC/docsAutomate/automate/www.docsapp.in/health/jaipur.html	(from https://www.docsapp.in/)
02:24:07	28976/28976	---MCZ	200	added ('OK')	text/html	etag:W/%22mYSGKMiNosbIw6oonxyA7A==%22	https://www.docsapp.in/health/ahmedabad	D:/DOC/docsAutomate/automate/www.docsapp.in/health/ahmedabad.html	(from https://www.docsapp.in/)
02:24:07	182/182	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:08%20GMT	https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology	(from https://www.docsapp.in/)
02:24:08	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:08%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/)
02:24:08	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:08%20GMT	https://www.docsapp.in/health/gynecology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology	(from https://www.docsapp.in/)
02:24:08	198/198	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:09%20GMT	https://www.docsapp.in/health/gastroenterology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gastroenterology	(from https://www.docsapp.in/)
02:24:08	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:09%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/)
02:24:08	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:09%20GMT	https://www.docsapp.in/health/diabetesconsult	D:/DOC/docsAutomate/automate/www.docsapp.in/health/diabetesconsult	(from https://www.docsapp.in/)
02:24:09	182/182	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:09%20GMT	https://www.docsapp.in/health/oncology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/oncology	(from https://www.docsapp.in/)
02:24:09	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:10%20GMT	https://www.docsapp.in/health/cardiology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/cardiology	(from https://www.docsapp.in/)
02:24:09	132044/132044	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22Kl08tdVoJAZI6NhY7e9cYw==%22	https://www.docsapp.in/health/pediatrics	D:/DOC/docsAutomate/automate/www.docsapp.in/health/pediatrics	(from https://www.docsapp.in/)
02:24:09	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:10%20GMT	https://www.docsapp.in/health/psychiatry	D:/DOC/docsAutomate/automate/www.docsapp.in/health/psychiatry	(from https://www.docsapp.in/)
02:24:10	200/200	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:10%20GMT	https://www.docsapp.in/health/infertility	D:/DOC/docsAutomate/automate/www.docsapp.in/health/infertility	(from https://www.docsapp.in/)
02:24:10	132044/132044	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22Kl08tdVoJAZI6NhY7e9cYw==%22	https://www.docsapp.in/health/orthopedics	D:/DOC/docsAutomate/automate/www.docsapp.in/health/orthopedics	(from https://www.docsapp.in/)
02:24:10	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:11%20GMT	https://www.docsapp.in/health/neurology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/neurology	(from https://www.docsapp.in/)
02:24:10	132044/132044	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22Kl08tdVoJAZI6NhY7e9cYw==%22	https://www.docsapp.in/health/urology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/urology	(from https://www.docsapp.in/)
02:24:11	24296/24296	---MCZ	200	added ('OK')	text/html	etag:W/%22wDOVJnygtqFLcJGbbKZXEA==%22	https://www.docsapp.in/health/allspecialities	D:/DOC/docsAutomate/automate/www.docsapp.in/health/allspecialities-2.html	(from https://www.docsapp.in/)
02:24:11	91478/91478	---MCZ	200	added ('OK')	text/html	etag:W/%22keUqnqZpa1/5ke8sHkSVBw==%22	https://www.docsapp.in/health/sexology/questions	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology/questions.html	(from https://www.docsapp.in/)
02:24:11	92656/92656	---MCZ	200	added ('OK')	text/html	etag:W/%22nfZWG3AZzy0wMaBmGO0Tbw==%22	https://www.docsapp.in/health/dermatology/questions	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology/questions.html	(from https://www.docsapp.in/)
02:24:11	64000/64000	---MCZ	200	added ('OK')	text/html	etag:W/%22hcq5if10DGQ8lSJX3gSTFQ==%22	https://www.docsapp.in/health/trichology/questions	D:/DOC/docsAutomate/automate/www.docsapp.in/health/trichology/questions.html	(from https://www.docsapp.in/)
02:24:11	91286/91286	---MCZ	200	added ('OK')	text/html	etag:W/%221tdkGZKQmPuMH8KJNRfVqA==%22	https://www.docsapp.in/health/cardiology/questions	D:/DOC/docsAutomate/automate/www.docsapp.in/health/cardiology/questions.html	(from https://www.docsapp.in/)
02:24:12	93068/93068	---MCZ	200	added ('OK')	text/html	etag:W/%22WwREf34TFaz+XH5vJQ5PzQ==%22	https://www.docsapp.in/health/gynecology/questions	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology/questions.html	(from https://www.docsapp.in/)
02:24:12	128700/128700	---MCZ	200	added ('OK')	text/html	etag:W/%225uQrxRjRxe5hGipy3h9Azw==%22	https://www.docsapp.in/health/medicines/?utm_campaign=website&utm_content=footer	D:/DOC/docsAutomate/automate/www.docsapp.in/health/medicines/index3d80.html	(from https://www.docsapp.in/)
02:24:12	2651/2651	---MCZ	200	added ('OK')	text/xml	etag:W/%22fd2BT8SUjW/5yuycWNj2zQ==%22	https://www.docsapp.in/health/sitemap	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sitemap	(from https://www.docsapp.in/)
02:24:12	28924/28924	---MCZ	200	added ('OK')	text/html	etag:W/%22Cq5oWViMkt/YGDKKD074oQ==%22	https://www.docsapp.in/health/corporate	D:/DOC/docsAutomate/automate/www.docsapp.in/health/corporate.html	(from https://www.docsapp.in/)
02:24:13	41902/41902	---MCZ	200	added ('OK')	text/html	etag:W/%2201857ba687bf0d03b2304c3310a58ece%22	https://www.docsapp.in/affiliate	D:/DOC/docsAutomate/automate/www.docsapp.in/affiliate.html	(from https://www.docsapp.in/)
02:24:13	12589/12589	---M--	200	added ('OK')	text/html	etag:%22312d-57d605e1c83ca%22	https://www.docsapp.in/doctors.html	D:/DOC/docsAutomate/automate/www.docsapp.in/doctors.html	(from https://www.docsapp.in/)
02:24:13	52211/52211	---MCZ	200	added ('OK')	text/html	etag:W/%22WiyK0j1AqbzDPgbNdx3mNw==%22	https://www.docsapp.in/health/termsandprivacy	D:/DOC/docsAutomate/automate/www.docsapp.in/health/termsandprivacy.html	(from https://www.docsapp.in/)
02:24:13	66240/66240	---M--	200	added ('OK')	image/svg+xml	etag:%22918f36c5b58722a185de35712a96cf51%22	https://www.docsapp.in/assets/images/newDesign/popup-mobile-img.svg	D:/DOC/docsAutomate/automate/www.docsapp.in/assets/images/newDesign/popup-mobile-img.svg	(from https://www.docsapp.in/)
02:24:13	182/182	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:14%20GMT	https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology	(from https://www.docsapp.in/)
02:24:14	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:14%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/)
02:24:14	60281/60281	---MCZ	200	added ('OK')	text/html	etag:W/%22mrVNHAYDEmaf6p0pwfliOQ==%22	https://www.docsapp.in/health/	D:/DOC/docsAutomate/automate/www.docsapp.in/health/index.html	(from https://www.docsapp.in/)
02:24:14	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:15%20GMT	https://www.docsapp.in/health/gynecology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology	(from https://www.docsapp.in/)
02:24:14	198/198	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:15%20GMT	https://www.docsapp.in/health/gastroenterology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gastroenterology	(from https://www.docsapp.in/)
02:24:14	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:15%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/)
02:24:15	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:15%20GMT	https://www.docsapp.in/health/diabetesconsult	D:/DOC/docsAutomate/automate/www.docsapp.in/health/diabetesconsult	(from https://www.docsapp.in/)
02:24:15	182/182	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:16%20GMT	https://www.docsapp.in/health/oncology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/oncology	(from https://www.docsapp.in/)
02:24:15	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:16%20GMT	https://www.docsapp.in/health/cardiology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/cardiology	(from https://www.docsapp.in/)
02:24:15	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:16%20GMT	https://www.docsapp.in/health/psychiatry	D:/DOC/docsAutomate/automate/www.docsapp.in/health/psychiatry	(from https://www.docsapp.in/)
02:24:16	200/200	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:16%20GMT	https://www.docsapp.in/health/infertility	D:/DOC/docsAutomate/automate/www.docsapp.in/health/infertility	(from https://www.docsapp.in/)
02:24:16	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:54:16%20GMT	https://www.docsapp.in/health/neurology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/neurology	(from https://www.docsapp.in/)
